0 -- 1.000361,sec,1.00036096572876,sec,628432,bytes,5025641.915503484,bps,39582,sec
1.000361 -- 2.000204,sec,0.9998430013656616,sec,469152,bytes,3753805.342312315,bps,35104,sec
2.000204 -- 3.000193,sec,0.9999889731407166,sec,469152,bytes,3753257.386641057,bps,30833,sec
3.000193 -- 4.000291,sec,1.0000979900360107,sec,334488,bytes,2675641.8137623174,bps,30167,sec
4.000291 -- 5.000293,sec,1.0000020265579224,sec,503904,bytes,4031223.83049141,bps,38967,sec
5.000293 -- 6.000488,sec,1.000195026397705,sec,390960,bytes,3127070.1387754637,bps,38930,sec
6.000488 -- 7.000529,sec,1.0000410079956055,sec,390960,bytes,3127551.74537177,bps,37287,sec
7.000529 -- 8.000138,sec,0.9996089935302734,sec,586440,bytes,4693355.132221423,bps,41423,sec
8.000138 -- 9.000259,sec,1.000120997428894,sec,390960,bytes,3127301.604546474,bps,50319,sec
9.000259 -- 10.000308,sec,1.0000489950180054,sec,390960,bytes,3127526.76676975,bps,53846,sec
10.000308 -- 11.000368,sec,1.000059962272644,sec,390960,bytes,3127492.468443915,bps,34317,sec
11.000368 -- 12.000409,sec,1.0000410079956055,sec,390960,bytes,3127551.74537177,bps,43615,sec
12.000409 -- 13.000456,sec,1.000046968460083,sec,390960,bytes,3127533.104586219,bps,43488,sec
13.000456 -- 14.000517,sec,1.00006103515625,sec,390960,bytes,3127489.113213305,bps,51803,sec
14.000517 -- 15.000123,sec,0.9996060132980347,sec,586440,bytes,4693369.125022674,bps,39245,sec
15.000123 -- 16.000177,sec,1.0000540018081665,sec,390960,bytes,3127511.108745067,bps,44029,sec
16.000177 -- 17.00026,sec,1.0000829696655273,sec,390960,bytes,3127420.518965578,bps,46890,sec
17.00026 -- 18.000345,sec,1.00008499622345,sec,390960,bytes,3127414.1816054,bps,39919,sec
18.000345 -- 19.00042,sec,1.0000749826431274,sec,390960,bytes,3127445.4958704826,bps,47725,sec
19.00042 -- 20.000394,sec,0.999974012374878,sec,390960,bytes,3127761.2830876964,bps,44216,sec
20.000394 -- 21.000516,sec,1.0001219511032104,sec,390960,bytes,3127298.62248292,bps,45148,sec
21.000516 -- 22.000571,sec,1.000054955482483,sec,390960,bytes,3127508.126281951,bps,46610,sec
22.000571 -- 23.000187,sec,0.999616026878357,sec,586440,bytes,4693322.109541277,bps,40596,sec
23.000187 -- 24.000256,sec,1.00006902217865,sec,390960,bytes,3127464.13561171,bps,38906,sec
24.000256 -- 25.000326,sec,1.0000699758529663,sec,390960,bytes,3127461.1532381834,bps,38796,sec
25.000326 -- 26.00042,sec,1.0000940561294556,sec,390960,bytes,3127385.850191617,bps,50105,sec
26.00042 -- 27.000499,sec,1.0000790357589722,sec,390960,bytes,3127432.82097336,bps,54617,sec
27.000499 -- 28.000573,sec,1.000074028968811,sec,390960,bytes,3127448.478214148,bps,45639,sec
28.000573 -- 29.000193,sec,0.999620020389557,sec,586440,bytes,4693303.359582266,bps,37401,sec
29.000193 -- 30.000227,sec,1.000033974647522,sec,390960,bytes,3127573.7417845237,bps,43645,sec
30.000227 -- 31.000306,sec,1.0000790357589722,sec,390960,bytes,3127432.82097336,bps,46667,sec
31.000306 -- 32.000357,sec,1.0000510215759277,sec,390960,bytes,3127520.4289789675,bps,46645,sec
32.000357 -- 33.000439,sec,1.000082015991211,sec,390960,bytes,3127423.5012616077,bps,38266,sec
33.000439 -- 34.000489,sec,1.0000499486923218,sec,390960,bytes,3127523.78427677,bps,39741,sec
34.000489 -- 35.000513,sec,1.0000239610672,sec,390960,bytes,3127605.059245001,bps,47457,sec
35.000513 -- 36.000596,sec,1.0000829696655273,sec,390960,bytes,3127420.518965578,bps,47471,sec
36.000596 -- 37.000594,sec,0.9999979734420776,sec,390960,bytes,3127686.338437528,bps,46026,sec
37.000594 -- 38.000599,sec,1.0000050067901611,sec,390960,bytes,3127664.340440953,bps,49841,sec
38.000599 -- 39.000144,sec,0.9995449781417847,sec,586440,bytes,4693655.715945693,bps,38749,sec
39.000144 -- 40.000192,sec,1.000048041343689,sec,390960,bytes,3127529.7492684177,bps,44724,sec
40.000192 -- 41.00019,sec,0.9999979734420776,sec,390960,bytes,3127686.338437528,bps,58289,sec
41.00019 -- 42.000157,sec,0.9999669790267944,sec,390960,bytes,3127783.2824479626,bps,43433,sec
42.000157 -- 43.000583,sec,1.0004260540008545,sec,195480,bytes,1563174.0034617933,bps,53137,sec
43.000583 -- 44.000409,sec,0.9998260140419006,sec,390960,bytes,3128224.26709626,bps,51227,sec
44.000409 -- 45.00025,sec,0.9998409748077393,sec,390960,bytes,3128177.4590218468,bps,47903,sec
45.00025 -- 46.000275,sec,1.0000250339508057,sec,390960,bytes,3127601.703772808,bps,36543,sec
46.000275 -- 47.000313,sec,1.0000380277633667,sec,390960,bytes,3127561.065847873,bps,44777,sec
47.000313 -- 48.000385,sec,1.0000720024108887,sec,390960,bytes,3127454.815713323,bps,43076,sec
48.000385 -- 49.000373,sec,0.9999880194664,sec,390960,bytes,3127717.471724261,bps,39215,sec
49.000373 -- 50.000436,sec,1.0000629425048828,sec,390960,bytes,3127483.1483766623,bps,40431,sec
50.000436 -- 51.000618,sec,1.000182032585144,sec,390960,bytes,3127110.7639436075,bps,48689,sec
51.000618 -- 52.000511,sec,0.9998930096626282,sec,390960,bytes,3128014.667344563,bps,40707,sec
52.000511 -- 53.000569,sec,1.0000580549240112,sec,390960,bytes,3127498.433316109,bps,45936,sec
53.000569 -- 54.000473,sec,0.999903976917267,sec,390960,bytes,3127980.3583167344,bps,54881,sec
54.000473 -- 55.00012,sec,0.99964702129364,sec,390960,bytes,3128784.3942679674,bps,42084,sec
55.00012 -- 56.000557,sec,1.0004370212554932,sec,195480,bytes,1563156.8672233534,bps,64217,sec
56.000557 -- 57.000245,sec,0.9996880292892456,sec,390960,bytes,3128656.0490513286,bps,47567,sec
57.000245 -- 58.000153,sec,0.9999079704284668,sec,390960,bytes,3127967.8655424356,bps,47567,sec
58.000153 -- 59.000147,sec,0.9999939799308777,sec,390960,bytes,3127698.828963144,bps,42870,sec
59.000147 -- 60.00019,sec,1.0000430345535278,sec,390960,bytes,3127545.407479751,bps,48669,sec
60.00019 -- 61.000231,sec,1.0000410079956055,sec,390960,bytes,3127551.74537177,bps,50111,sec
61.000231 -- 62.000305,sec,1.000074028968811,sec,390960,bytes,3127448.478214148,bps,39251,sec
62.000305 -- 63.000303,sec,0.9999979734420776,sec,390960,bytes,3127686.338437528,bps,49073,sec
63.000303 -- 64.00033,sec,1.0000269412994385,sec,390960,bytes,3127595.7385066864,bps,45158,sec
64.00033 -- 65.000307,sec,0.9999769926071167,sec,390960,bytes,3127751.961418218,bps,47686,sec
65.000307 -- 66.000286,sec,0.999979019165039,sec,390960,bytes,3127745.62271471,bps,44056,sec
66.000286 -- 67.000262,sec,0.9999759793281555,sec,390960,bytes,3127755.1307796063,bps,45466,sec
67.000262 -- 68.000192,sec,0.9999300241470337,sec,390960,bytes,3127898.8773919377,bps,49757,sec
